"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"21","deviceid","a.1..household.displacement.status","deviceID00000017","Non-displaced",0.05,NA,0.019762112643143,0.0802378873568571,NA,NA
"22","deviceid","a.1..household.displacement.status","deviceID00000017","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"23","deviceid","a.1..household.displacement.status","deviceID00000017","IDPs",0.0617977528089888,NA,0.0263862618528847,0.0972092437650928,NA,NA
"24","deviceid","a.1..household.displacement.status","deviceID00000017","Migrants",0,NA,0,0,NA,NA
"25","deviceid","a.1..household.displacement.status","deviceID00000017","Returnees",0.0508474576271186,NA,0,0.106964692224368,NA,NA
"26","deviceid","a.1..household.displacement.status","deviceID00000006","Non-displaced",0.07,NA,0.0346006624948793,0.105399337505121,NA,NA
"27","deviceid","a.1..household.displacement.status","deviceID00000006","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"28","deviceid","a.1..household.displacement.status","deviceID00000006","IDPs",0.0449438202247191,NA,0.0144747579395576,0.0754128825098806,NA,NA
"29","deviceid","a.1..household.displacement.status","deviceID00000006","Migrants",0,NA,0,0,NA,NA
"30","deviceid","a.1..household.displacement.status","deviceID00000006","Returnees",0.0677966101694915,NA,0.00357917427943043,0.132014046059553,NA,NA
"31","deviceid","a.1..household.displacement.status","deviceID00000004","Non-displaced",0.05,NA,0.0197621126431429,0.0802378873568571,NA,NA
"32","deviceid","a.1..household.displacement.status","deviceID00000004","Refugees",0.117647058823529,NA,0,0.270969908733386,NA,NA
"33","deviceid","a.1..household.displacement.status","deviceID00000004","IDPs",0.0449438202247191,NA,0.0144747579395576,0.0754128825098806,NA,NA
"34","deviceid","a.1..household.displacement.status","deviceID00000004","Migrants",0.285714285714286,NA,0,0.620735707862576,NA,NA
"35","deviceid","a.1..household.displacement.status","deviceID00000004","Returnees",0.0677966101694915,NA,0.00357917427943043,0.132014046059553,NA,NA
"36","deviceid","a.1..household.displacement.status","deviceID00000001","Non-displaced",0.05,NA,0.0197621126431429,0.0802378873568571,NA,NA
"37","deviceid","a.1..household.displacement.status","deviceID00000001","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"38","deviceid","a.1..household.displacement.status","deviceID00000001","IDPs",0.0337078651685393,NA,0.00716611951544762,0.060249610821631,NA,NA
"39","deviceid","a.1..household.displacement.status","deviceID00000001","Migrants",0,NA,0,0,NA,NA
"40","deviceid","a.1..household.displacement.status","deviceID00000001","Returnees",0.0508474576271186,NA,0,0.106964692224368,NA,NA
"41","deviceid","a.1..household.displacement.status","deviceID00000020","Non-displaced",0.07,NA,0.0346006624948793,0.105399337505121,NA,NA
"42","deviceid","a.1..household.displacement.status","deviceID00000020","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"43","deviceid","a.1..household.displacement.status","deviceID00000020","IDPs",0.0280898876404494,NA,0.00379036801610429,0.0523894072647946,NA,NA
"44","deviceid","a.1..household.displacement.status","deviceID00000020","Migrants",0,NA,0,0,NA,NA
"45","deviceid","a.1..household.displacement.status","deviceID00000020","Returnees",0.0169491525423729,NA,0,0.0499219365118183,NA,NA
"46","deviceid","a.1..household.displacement.status","deviceID00000014","Non-displaced",0.045,NA,0.0162384304205982,0.0737615695794018,NA,NA
"47","deviceid","a.1..household.displacement.status","deviceID00000014","Refugees",0,NA,0,0,NA,NA
"48","deviceid","a.1..household.displacement.status","deviceID00000014","IDPs",0.0224719101123595,NA,0.000675034078945494,0.0442687861457736,NA,NA
"49","deviceid","a.1..household.displacement.status","deviceID00000014","Migrants",0,NA,0,0,NA,NA
"50","deviceid","a.1..household.displacement.status","deviceID00000014","Returnees",0.0169491525423729,NA,0,0.0499219365118183,NA,NA
"51","deviceid","a.1..household.displacement.status","deviceID00000005","Non-displaced",0.045,NA,0.0162384304205982,0.0737615695794018,NA,NA
"52","deviceid","a.1..household.displacement.status","deviceID00000005","Refugees",0,NA,0,0,NA,NA
"53","deviceid","a.1..household.displacement.status","deviceID00000005","IDPs",0.0393258426966292,NA,0.0107409405657062,0.0679107448275523,NA,NA
"54","deviceid","a.1..household.displacement.status","deviceID00000005","Migrants",0.285714285714286,NA,0,0.620735707862576,NA,NA
"55","deviceid","a.1..household.displacement.status","deviceID00000005","Returnees",0.0169491525423729,NA,0,0.0499219365118183,NA,NA
"56","deviceid","a.1..household.displacement.status","deviceID00000010","Non-displaced",0.035,NA,0.00950222297852666,0.0604977770214734,NA,NA
"57","deviceid","a.1..household.displacement.status","deviceID00000010","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"58","deviceid","a.1..household.displacement.status","deviceID00000010","IDPs",0.0617977528089888,NA,0.0263862618528847,0.0972092437650929,NA,NA
"59","deviceid","a.1..household.displacement.status","deviceID00000010","Migrants",0,NA,0,0,NA,NA
"60","deviceid","a.1..household.displacement.status","deviceID00000010","Returnees",0.0508474576271186,NA,0,0.106964692224368,NA,NA
"61","deviceid","a.1..household.displacement.status","deviceID00000013","Non-displaced",0.045,NA,0.0162384304205982,0.0737615695794018,NA,NA
"62","deviceid","a.1..household.displacement.status","deviceID00000013","Refugees",0,NA,0,0,NA,NA
"63","deviceid","a.1..household.displacement.status","deviceID00000013","IDPs",0.0617977528089888,NA,0.0263862618528847,0.0972092437650928,NA,NA
"64","deviceid","a.1..household.displacement.status","deviceID00000013","Migrants",0,NA,0,0,NA,NA
"65","deviceid","a.1..household.displacement.status","deviceID00000013","Returnees",0.0508474576271186,NA,0,0.106964692224368,NA,NA
"66","deviceid","a.1..household.displacement.status","deviceID00000009","Non-displaced",0.045,NA,0.0162384304205982,0.0737615695794018,NA,NA
"67","deviceid","a.1..household.displacement.status","deviceID00000009","Refugees",0.117647058823529,NA,0,0.270969908733386,NA,NA
"68","deviceid","a.1..household.displacement.status","deviceID00000009","IDPs",0.0280898876404494,NA,0.00379036801610429,0.0523894072647946,NA,NA
"69","deviceid","a.1..household.displacement.status","deviceID00000009","Migrants",0.142857142857143,NA,0,0.402363620577753,NA,NA
"70","deviceid","a.1..household.displacement.status","deviceID00000009","Returnees",0.0677966101694915,NA,0.00357917427943043,0.132014046059553,NA,NA
"71","deviceid","a.1..household.displacement.status","deviceID00000002","Non-displaced",0.045,NA,0.0162384304205982,0.0737615695794018,NA,NA
"72","deviceid","a.1..household.displacement.status","deviceID00000002","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"73","deviceid","a.1..household.displacement.status","deviceID00000002","IDPs",0.0674157303370786,NA,0.0305405373862195,0.104290923287938,NA,NA
"74","deviceid","a.1..household.displacement.status","deviceID00000002","Migrants",0,NA,0,0,NA,NA
"75","deviceid","a.1..household.displacement.status","deviceID00000002","Returnees",0.0169491525423729,NA,0,0.0499219365118183,NA,NA
"76","deviceid","a.1..household.displacement.status","deviceID00000008","Non-displaced",0.035,NA,0.00950222297852663,0.0604977770214734,NA,NA
"77","deviceid","a.1..household.displacement.status","deviceID00000008","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"78","deviceid","a.1..household.displacement.status","deviceID00000008","IDPs",0.050561797752809,NA,0.0183396680525359,0.0827839274530821,NA,NA
"79","deviceid","a.1..household.displacement.status","deviceID00000008","Migrants",0,NA,0,0,NA,NA
"80","deviceid","a.1..household.displacement.status","deviceID00000008","Returnees",0.0508474576271186,NA,0,0.106964692224368,NA,NA
"81","deviceid","a.1..household.displacement.status","deviceID00000007","Non-displaced",0.03,NA,0.00633256818879636,0.0536674318112036,NA,NA
"82","deviceid","a.1..household.displacement.status","deviceID00000007","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"83","deviceid","a.1..household.displacement.status","deviceID00000007","IDPs",0.0449438202247191,NA,0.0144747579395576,0.0754128825098806,NA,NA
"84","deviceid","a.1..household.displacement.status","deviceID00000007","Migrants",0.142857142857143,NA,0,0.402363620577753,NA,NA
"85","deviceid","a.1..household.displacement.status","deviceID00000007","Returnees",0.0338983050847458,NA,0,0.080125127987075,NA,NA
"86","deviceid","a.1..household.displacement.status","deviceID00000011","Non-displaced",0.065,NA,0.0307967697653514,0.0992032302346486,NA,NA
"87","deviceid","a.1..household.displacement.status","deviceID00000011","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"88","deviceid","a.1..household.displacement.status","deviceID00000011","IDPs",0.050561797752809,NA,0.0183396680525359,0.082783927453082,NA,NA
"89","deviceid","a.1..household.displacement.status","deviceID00000011","Migrants",0,NA,0,0,NA,NA
"90","deviceid","a.1..household.displacement.status","deviceID00000011","Returnees",0.0338983050847458,NA,0,0.080125127987075,NA,NA
"91","deviceid","a.1..household.displacement.status","deviceID00000003","Non-displaced",0.06,NA,0.0270508517756108,0.0929491482243892,NA,NA
"92","deviceid","a.1..household.displacement.status","deviceID00000003","Refugees",0,NA,0,0,NA,NA
"93","deviceid","a.1..household.displacement.status","deviceID00000003","IDPs",0.0730337078651685,NA,0.03476856997474,0.111298845755597,NA,NA
"94","deviceid","a.1..household.displacement.status","deviceID00000003","Migrants",0.142857142857143,NA,0,0.402363620577753,NA,NA
"95","deviceid","a.1..household.displacement.status","deviceID00000003","Returnees",0.0847457627118644,NA,0.0136041833366684,0.15588734208706,NA,NA
"96","deviceid","a.1..household.displacement.status","deviceID00000019","Non-displaced",0.045,NA,0.0162384304205982,0.0737615695794018,NA,NA
"97","deviceid","a.1..household.displacement.status","deviceID00000019","Refugees",0.117647058823529,NA,0,0.270969908733386,NA,NA
"98","deviceid","a.1..household.displacement.status","deviceID00000019","IDPs",0.0561797752808989,NA,0.0223153058846873,0.0900442446771104,NA,NA
"99","deviceid","a.1..household.displacement.status","deviceID00000019","Migrants",0,NA,0,0,NA,NA
"100","deviceid","a.1..household.displacement.status","deviceID00000019","Returnees",0.0338983050847458,NA,0,0.080125127987075,NA,NA
"101","deviceid","a.1..household.displacement.status","deviceID00000012","Non-displaced",0.045,NA,0.0162384304205982,0.0737615695794018,NA,NA
"102","deviceid","a.1..household.displacement.status","deviceID00000012","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"103","deviceid","a.1..household.displacement.status","deviceID00000012","IDPs",0.0168539325842697,NA,0,0.0357847464822423,NA,NA
"104","deviceid","a.1..household.displacement.status","deviceID00000012","Migrants",0,NA,0,0,NA,NA
"105","deviceid","a.1..household.displacement.status","deviceID00000012","Returnees",0.0338983050847458,NA,0,0.080125127987075,NA,NA
"111","a.1..household.displacement.status","a.1..household.displacement.status","Returnees","Non-displaced",0,NA,0,0,NA,NA
"210","a.1..household.displacement.status","a.1..household.displacement.status","Returnees","Refugees",0,NA,0,0,NA,NA
"310","a.1..household.displacement.status","a.1..household.displacement.status","Returnees","IDPs",0,NA,0,0,NA,NA
"410","a.1..household.displacement.status","a.1..household.displacement.status","Returnees","Migrants",0,NA,0,0,NA,NA
"510","a.1..household.displacement.status","a.1..household.displacement.status","Returnees","Returnees",1,NA,1,1,NA,NA
"610","a.1..household.displacement.status","a.1..household.displacement.status","IDPs","Non-displaced",0,NA,0,0,NA,NA
"710","a.1..household.displacement.status","a.1..household.displacement.status","IDPs","Refugees",0,NA,0,0,NA,NA
"810","a.1..household.displacement.status","a.1..household.displacement.status","IDPs","IDPs",1,NA,1,1,NA,NA
"910","a.1..household.displacement.status","a.1..household.displacement.status","IDPs","Migrants",0,NA,0,0,NA,NA
"1010","a.1..household.displacement.status","a.1..household.displacement.status","IDPs","Returnees",0,NA,0,0,NA,NA
"112","a.1..household.displacement.status","a.1..household.displacement.status","Non-displaced","Non-displaced",1,NA,1,1,NA,NA
"121","a.1..household.displacement.status","a.1..household.displacement.status","Non-displaced","Refugees",0,NA,0,0,NA,NA
"131","a.1..household.displacement.status","a.1..household.displacement.status","Non-displaced","IDPs",0,NA,0,0,NA,NA
"141","a.1..household.displacement.status","a.1..household.displacement.status","Non-displaced","Migrants",0,NA,0,0,NA,NA
"151","a.1..household.displacement.status","a.1..household.displacement.status","Non-displaced","Returnees",0,NA,0,0,NA,NA
"161","a.1..household.displacement.status","a.1..household.displacement.status","Migrants","Non-displaced",0,NA,0,0,NA,NA
"171","a.1..household.displacement.status","a.1..household.displacement.status","Migrants","Refugees",0,NA,0,0,NA,NA
"181","a.1..household.displacement.status","a.1..household.displacement.status","Migrants","IDPs",0,NA,0,0,NA,NA
"191","a.1..household.displacement.status","a.1..household.displacement.status","Migrants","Migrants",1,NA,1,1,NA,NA
"201","a.1..household.displacement.status","a.1..household.displacement.status","Migrants","Returnees",0,NA,0,0,NA,NA
"211","a.1..household.displacement.status","a.1..household.displacement.status","Refugees","Non-displaced",0,NA,0,0,NA,NA
"221","a.1..household.displacement.status","a.1..household.displacement.status","Refugees","Refugees",1,NA,1,1,NA,NA
"231","a.1..household.displacement.status","a.1..household.displacement.status","Refugees","IDPs",0,NA,0,0,NA,NA
"241","a.1..household.displacement.status","a.1..household.displacement.status","Refugees","Migrants",0,NA,0,0,NA,NA
"251","a.1..household.displacement.status","a.1..household.displacement.status","Refugees","Returnees",0,NA,0,0,NA,NA
"dependent.var6","a.2..select.governorate",NA,NA,"NA",NA,NA,NA,NA,NA,NA
"dependent.var7","a.2..select.district",NA,NA,"NA",NA,NA,NA,NA,NA,NA
"dependent.var8","a.2..select.sub.area",NA,NA,"NA",NA,NA,NA,NA,NA,NA
"dependent.var9","a.2..select.location",NA,NA,"NA",NA,NA,NA,NA,NA,NA
"dependent.var10","a.5..date.of.survey",NA,NA,"NA",NA,NA,NA,NA,NA,NA
"dependent.var11","a.6a..time.of.survey..start.",NA,NA,"NA",NA,NA,NA,NA,NA,NA
"dependent.var12","a.6b..time.of.survey..finish.",NA,NA,"NA",NA,NA,NA,NA,NA,NA
"113","a.7..how.was.the.data.collected.","a.1..household.displacement.status","Face to Face Interview","Non-displaced",0.485,NA,0.415660752552269,0.554339247447731,NA,NA
"212","a.7..how.was.the.data.collected.","a.1..household.displacement.status","Face to Face Interview","Refugees",0.411764705882353,NA,0.177560184056262,0.645969227708443,NA,NA
"311","a.7..how.was.the.data.collected.","a.1..household.displacement.status","Face to Face Interview","IDPs",0.49438202247191,NA,0.420854111846013,0.567909933097807,NA,NA
"411","a.7..how.was.the.data.collected.","a.1..household.displacement.status","Face to Face Interview","Migrants",0.714285714285714,NA,0.379264292137424,1,NA,NA
"511","a.7..how.was.the.data.collected.","a.1..household.displacement.status","Face to Face Interview","Returnees",0.576271186440678,NA,0.450044528626433,0.702497844254923,NA,NA
"611","a.7..how.was.the.data.collected.","a.1..household.displacement.status","Remote Interview","Non-displaced",0.515,NA,0.445660752552269,0.584339247447731,NA,NA
"711","a.7..how.was.the.data.collected.","a.1..household.displacement.status","Remote Interview","Refugees",0.588235294117647,NA,0.354030772291557,0.822439815943738,NA,NA
"811","a.7..how.was.the.data.collected.","a.1..household.displacement.status","Remote Interview","IDPs",0.50561797752809,NA,0.432090066902193,0.579145888153987,NA,NA
"911","a.7..how.was.the.data.collected.","a.1..household.displacement.status","Remote Interview","Migrants",0.285714285714286,NA,0,0.620735707862576,NA,NA
"1011","a.7..how.was.the.data.collected.","a.1..household.displacement.status","Remote Interview","Returnees",0.423728813559322,NA,0.297502155745077,0.549955471373567,NA,NA
"114","b.1..are.you.the.head.of.the.household.","a.1..household.displacement.status","No","Non-displaced",0.43,NA,0.36131272365191,0.49868727634809,NA,NA
"213","b.1..are.you.the.head.of.the.household.","a.1..household.displacement.status","No","Refugees",0.235294117647059,NA,0.0334352058767348,0.437153029417383,NA,NA
"312","b.1..are.you.the.head.of.the.household.","a.1..household.displacement.status","No","IDPs",0.48876404494382,NA,0.415250061377547,0.562278028510093,NA,NA
"412","b.1..are.you.the.head.of.the.household.","a.1..household.displacement.status","No","Migrants",0.714285714285714,NA,0.379264292137424,1,NA,NA
"512","b.1..are.you.the.head.of.the.household.","a.1..household.displacement.status","No","Returnees",0.457627118644068,NA,0.33036519263636,0.584889044651776,NA,NA
"612","b.1..are.you.the.head.of.the.household.","a.1..household.displacement.status","Yes","Non-displaced",0.57,NA,0.50131272365191,0.63868727634809,NA,NA
"712","b.1..are.you.the.head.of.the.household.","a.1..household.displacement.status","Yes","Refugees",0.764705882352941,NA,0.562846970582617,0.966564794123265,NA,NA
"812","b.1..are.you.the.head.of.the.household.","a.1..household.displacement.status","Yes","IDPs",0.51123595505618,NA,0.437721971489907,0.584749938622453,NA,NA
"912","b.1..are.you.the.head.of.the.household.","a.1..household.displacement.status","Yes","Migrants",0.285714285714286,NA,0,0.620735707862576,NA,NA
"1012","b.1..are.you.the.head.of.the.household.","a.1..household.displacement.status","Yes","Returnees",0.542372881355932,NA,0.415110955348224,0.66963480736364,NA,NA
"115","b.2..what.is.your.nationality.","a.1..household.displacement.status","Ethiopian  ","Non-displaced",0.15,NA,0.100459574496598,0.199540425503402,NA,NA
"214","b.2..what.is.your.nationality.","a.1..household.displacement.status","Ethiopian  ","Refugees",0.176470588235294,NA,0,0.357884630763078,NA,NA
"313","b.2..what.is.your.nationality.","a.1..household.displacement.status","Ethiopian  ","IDPs",0.174157303370786,NA,0.118383642877608,0.229930963863965,NA,NA
"413","b.2..what.is.your.nationality.","a.1..household.displacement.status","Ethiopian  ","Migrants",0.142857142857143,NA,0,0.402363620577753,NA,NA
"513","b.2..what.is.your.nationality.","a.1..household.displacement.status","Ethiopian  ","Returnees",0.152542372881356,NA,0.0606989888336802,0.244385756929032,NA,NA
"613","b.2..what.is.your.nationality.","a.1..household.displacement.status","Other, specify","Non-displaced",0.145,NA,0.0961491979491268,0.193850802050873,NA,NA
"713","b.2..what.is.your.nationality.","a.1..household.displacement.status","Other, specify","Refugees",0.117647058823529,NA,0,0.270969908733386,NA,NA
"813","b.2..what.is.your.nationality.","a.1..household.displacement.status","Other, specify","IDPs",0.157303370786517,NA,0.103758943263969,0.210847798309065,NA,NA
"913","b.2..what.is.your.nationality.","a.1..household.displacement.status","Other, specify","Migrants",0,NA,0,0,NA,NA
"1013","b.2..what.is.your.nationality.","a.1..household.displacement.status","Other, specify","Returnees",0.186440677966102,NA,0.0869554540707621,0.285925901861441,NA,NA
"116","b.2..what.is.your.nationality.","a.1..household.displacement.status","Somali","Non-displaced",0.205,NA,0.148990056458259,0.261009943541741,NA,NA
"122","b.2..what.is.your.nationality.","a.1..household.displacement.status","Somali","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"132","b.2..what.is.your.nationality.","a.1..household.displacement.status","Somali","IDPs",0.134831460674157,NA,0.0846023353336609,0.185060586014654,NA,NA
"142","b.2..what.is.your.nationality.","a.1..household.displacement.status","Somali","Migrants",0.142857142857143,NA,0,0.402363620577753,NA,NA
"152","b.2..what.is.your.nationality.","a.1..household.displacement.status","Somali","Returnees",0.152542372881356,NA,0.0606989888336802,0.244385756929032,NA,NA
"162","b.2..what.is.your.nationality.","a.1..household.displacement.status","Djiboutian","Non-displaced",0.195,NA,0.14003074058162,0.24996925941838,NA,NA
"172","b.2..what.is.your.nationality.","a.1..household.displacement.status","Djiboutian","Refugees",0.352941176470588,NA,0.125526638962853,0.580355713978323,NA,NA
"182","b.2..what.is.your.nationality.","a.1..household.displacement.status","Djiboutian","IDPs",0.191011235955056,NA,0.133200254960669,0.248822216949443,NA,NA
"192","b.2..what.is.your.nationality.","a.1..household.displacement.status","Djiboutian","Migrants",0.428571428571429,NA,0.0615738482552698,0.795569008887587,NA,NA
"202","b.2..what.is.your.nationality.","a.1..household.displacement.status","Djiboutian","Returnees",0.220338983050847,NA,0.114464278259333,0.326213687842362,NA,NA
"215","b.2..what.is.your.nationality.","a.1..household.displacement.status","Eritrean","Non-displaced",0.175,NA,0.122283005942458,0.227716994057542,NA,NA
"222","b.2..what.is.your.nationality.","a.1..household.displacement.status","Eritrean","Refugees",0.235294117647059,NA,0.0334352058767348,0.437153029417383,NA,NA
"232","b.2..what.is.your.nationality.","a.1..household.displacement.status","Eritrean","IDPs",0.134831460674157,NA,0.0846023353336609,0.185060586014654,NA,NA
"242","b.2..what.is.your.nationality.","a.1..household.displacement.status","Eritrean","Migrants",0.285714285714286,NA,0,0.620735707862576,NA,NA
"252","b.2..what.is.your.nationality.","a.1..household.displacement.status","Eritrean","Returnees",0.169491525423729,NA,0.0736531020837582,0.265329948763699,NA,NA
"261","b.2..what.is.your.nationality.","a.1..household.displacement.status","Yemeni","Non-displaced",0.13,NA,0.083340944585721,0.176659055414279,NA,NA
"271","b.2..what.is.your.nationality.","a.1..household.displacement.status","Yemeni","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"281","b.2..what.is.your.nationality.","a.1..household.displacement.status","Yemeni","IDPs",0.207865168539326,NA,0.148189120790732,0.26754121628792,NA,NA
"291","b.2..what.is.your.nationality.","a.1..household.displacement.status","Yemeni","Migrants",0,NA,0,0,NA,NA
"301","b.2..what.is.your.nationality.","a.1..household.displacement.status","Yemeni","Returnees",0.11864406779661,NA,0.0360417350561885,0.201246400537032,NA,NA
"dependent.var13","b.3..which.year.were.you.born.","a.1..household.displacement.status",NA,"Returnees",19.2792027955574,NA,18.7470934580077,19.811312133107,NA,NA
"dependent.var1","b.3..which.year.were.you.born.","a.1..household.displacement.status",NA,"IDPs",20.4786500279085,NA,20.4199408281259,20.537359227691,NA,NA
"dependent.var2","b.3..which.year.were.you.born.","a.1..household.displacement.status",NA,"Non-displaced",20.2282876230737,NA,20.043744311779,20.4128309343684,NA,NA
"dependent.var3","b.3..which.year.were.you.born.","a.1..household.displacement.status",NA,"Migrants",18.2430981595092,NA,18.1303701696008,18.3558261494176,NA,NA
"dependent.var4","b.3..which.year.were.you.born.","a.1..household.displacement.status",NA,"Refugees",18.8725961813133,NA,18.6323782012084,19.1128141614183,NA,NA
"dependent.var14","b.3..which.month.were.you.born.","a.1..household.displacement.status",NA,"Returnees",20.4177151596666,NA,20.2568852258444,20.5785450934888,NA,NA
"dependent.var15","b.3..which.month.were.you.born.","a.1..household.displacement.status",NA,"IDPs",20.259899612604,NA,20.1287562212614,20.3910430039466,NA,NA
"dependent.var21","b.3..which.month.were.you.born.","a.1..household.displacement.status",NA,"Non-displaced",20.0987453028726,NA,19.9675045591238,20.2299860466213,NA,NA
"dependent.var31","b.3..which.month.were.you.born.","a.1..household.displacement.status",NA,"Migrants",19.4537321063395,NA,19.4161561097033,19.4913081029756,NA,NA
"dependent.var41","b.3..which.month.were.you.born.","a.1..household.displacement.status",NA,"Refugees",20.2695533439218,NA,20.2094304846367,20.3296762032068,NA,NA
"117","b.4..what.is.your.marital.status.","a.1..household.displacement.status","Widowed","Non-displaced",0.175,NA,0.122283005942458,0.227716994057542,NA,NA
"216","b.4..what.is.your.marital.status.","a.1..household.displacement.status","Widowed","Refugees",0.176470588235294,NA,0,0.357884630763078,NA,NA
"314","b.4..what.is.your.marital.status.","a.1..household.displacement.status","Widowed","IDPs",0.151685393258427,NA,0.0989308350820617,0.204439951434792,NA,NA
"414","b.4..what.is.your.marital.status.","a.1..household.displacement.status","Widowed","Migrants",0.285714285714286,NA,0,0.620735707862576,NA,NA
"514","b.4..what.is.your.marital.status.","a.1..household.displacement.status","Widowed","Returnees",0.135593220338983,NA,0.0481408264974297,0.223045614180536,NA,NA
"614","b.4..what.is.your.marital.status.","a.1..household.displacement.status","Separated (legally married but not living with spouse)","Non-displaced",0.15,NA,0.100459574496598,0.199540425503402,NA,NA
"714","b.4..what.is.your.marital.status.","a.1..household.displacement.status","Separated (legally married but not living with spouse)","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"814","b.4..what.is.your.marital.status.","a.1..household.displacement.status","Separated (legally married but not living with spouse)","IDPs",0.191011235955056,NA,0.133200254960669,0.248822216949443,NA,NA
"914","b.4..what.is.your.marital.status.","a.1..household.displacement.status","Separated (legally married but not living with spouse)","Migrants",0.285714285714286,NA,0,0.620735707862576,NA,NA
"1014","b.4..what.is.your.marital.status.","a.1..household.displacement.status","Separated (legally married but not living with spouse)","Returnees",0.101694915254237,NA,0.0244881814161038,0.178901649092371,NA,NA
"118","b.4..what.is.your.marital.status.","a.1..household.displacement.status","Married","Non-displaced",0.155,NA,0.104789003150225,0.205210996849775,NA,NA
"123","b.4..what.is.your.marital.status.","a.1..household.displacement.status","Married","Refugees",0.176470588235294,NA,0,0.357884630763078,NA,NA
"133","b.4..what.is.your.marital.status.","a.1..household.displacement.status","Married","IDPs",0.123595505617978,NA,0.0751935093323115,0.171997501903644,NA,NA
"143","b.4..what.is.your.marital.status.","a.1..household.displacement.status","Married","Migrants",0,NA,0,0,NA,NA
"153","b.4..what.is.your.marital.status.","a.1..household.displacement.status","Married","Returnees",0.169491525423729,NA,0.0736531020837582,0.265329948763699,NA,NA
"163","b.4..what.is.your.marital.status.","a.1..household.displacement.status","I don’t want to answer","Non-displaced",0.165,NA,0.113502060832839,0.216497939167161,NA,NA
"173","b.4..what.is.your.marital.status.","a.1..household.displacement.status","I don’t want to answer","Refugees",0.235294117647059,NA,0.0334352058767348,0.437153029417383,NA,NA
"183","b.4..what.is.your.marital.status.","a.1..household.displacement.status","I don’t want to answer","IDPs",0.213483146067416,NA,0.153220881116271,0.273745411018561,NA,NA
