"dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"b_1","a_2","no","Al Bayda",0.453125,NA,0.330038214268883,0.576211785731117,"a1_metadata","a1_3"
"b_1","a_2","yes","Al Bayda",0.546875,NA,0.423788214268883,0.669961785731117,"a1_metadata","a1_3"
"b_1","a_2","no","Taizz",0.5,NA,0.334131223765107,0.665868776234893,"a1_metadata","a1_3"
"b_1","a_2","yes","Taizz",0.5,NA,0.334131223765107,0.665868776234893,"a1_metadata","a1_3"
"b_1","a_2","no","Al Jawf",0.509803921568627,NA,0.371054826795859,0.648553016341396,"a1_metadata","a1_3"
"b_1","a_2","yes","Al Jawf",0.490196078431373,NA,0.351446983658604,0.628945173204141,"a1_metadata","a1_3"
"b_1","a_2","no","Hajjah",0.5,NA,0.334131223765107,0.665868776234893,"a1_metadata","a1_3"
"b_1","a_2","yes","Hajjah",0.5,NA,0.334131223765107,0.665868776234893,"a1_metadata","a1_3"
"b_1","a_2","no","Al Hudaydah",0.409090909090909,NA,0.26193941345764,0.556242404724178,"a1_metadata","a1_3"
"b_1","a_2","yes","Al Hudaydah",0.590909090909091,NA,0.443757595275822,0.73806058654236,"a1_metadata","a1_3"
"b_1","a_2","no","Hadramaut",0.512820512820513,NA,0.353686120042451,0.671954905598575,"a1_metadata","a1_3"
"b_1","a_2","yes","Hadramaut",0.487179487179487,NA,0.328045094401425,0.646313879957549,"a1_metadata","a1_3"
"b_1","a_2","no","Dhamar",0.619047619047619,NA,0.470202668925662,0.767892569169577,"a1_metadata","a1_3"
"b_1","a_2","yes","Dhamar",0.380952380952381,NA,0.232107430830423,0.529797331074338,"a1_metadata","a1_3"
"b_1","a_2","no","Shabwah",0.627906976744186,NA,0.481528430063143,0.774285523425229,"a1_metadata","a1_3"
"b_1","a_2","yes","Shabwah",0.372093023255814,NA,0.225714476574771,0.518471569936857,"a1_metadata","a1_3"
"b_1","a_2","no","Sa'ada",0.5,NA,0.338676438732745,0.661323561267255,"a1_metadata","a1_3"
"b_1","a_2","yes","Sa'ada",0.5,NA,0.338676438732745,0.661323561267255,"a1_metadata","a1_3"
"b_1","a_2","no","Sana'a",0.520833333333333,NA,0.37782135503522,0.663845311631447,"a1_metadata","a1_3"
"b_1","a_2","yes","Sana'a",0.479166666666667,NA,0.336154688368553,0.62217864496478,"a1_metadata","a1_3"
"b_1","a_2","no","Aden",0.409836065573771,NA,0.285228488110477,0.534443643037064,"a1_metadata","a1_3"
"b_1","a_2","yes","Aden",0.590163934426229,NA,0.465556356962936,0.714771511889523,"a1_metadata","a1_3"
"b_1","a_2","no","Lahj",0.384615384615385,NA,0.19365411328171,0.575576655949059,"a1_metadata","a1_3"
"b_1","a_2","yes","Lahj",0.615384615384615,NA,0.424423344050941,0.80634588671829,"a1_metadata","a1_3"
"b_1","a_2","no","Marib",0.521739130434783,NA,0.375594948351685,0.66788331251788,"a1_metadata","a1_3"
"b_1","a_2","yes","Marib",0.478260869565217,NA,0.33211668748212,0.624405051648315,"a1_metadata","a1_3"
"b_1","a_2","no","Al Mahwit",0.530612244897959,NA,0.389240521732713,0.671983968063205,"a1_metadata","a1_3"
"b_1","a_2","yes","Al Mahwit",0.469387755102041,NA,0.328016031936794,0.610759478267287,"a1_metadata","a1_3"
"b_1","a_2","no","Al Maharah",0.51219512195122,NA,0.357085245778684,0.667304998123755,"a1_metadata","a1_3"
"b_1","a_2","yes","Al Maharah",0.48780487804878,NA,0.332695001876245,0.642914754221316,"a1_metadata","a1_3"
"b_1","a_2","no","Amran",0.45,NA,0.293655014535757,0.606344985464243,"a1_metadata","a1_3"
"b_1","a_2","yes","Amran",0.55,NA,0.393655014535757,0.706344985464243,"a1_metadata","a1_3"
"b_1","a_2","no","Al Dhale'e",0.565217391304348,NA,0.420184587951788,0.710250194656907,"a1_metadata","a1_3"
"b_1","a_2","yes","Al Dhale'e",0.434782608695652,NA,0.289749805343093,0.579815412048212,"a1_metadata","a1_3"
"b_1","a_2","no","Socotra",0.380952380952381,NA,0.232107430830423,0.529797331074339,"a1_metadata","a1_3"
"b_1","a_2","yes","Socotra",0.619047619047619,NA,0.470202668925662,0.767892569169577,"a1_metadata","a1_3"
"b_1","a_2","no","Ibb",0.428571428571429,NA,0.288403840279325,0.568739016863532,"a1_metadata","a1_2"
"b_1","a_2","yes","Ibb",0.571428571428572,NA,0.431260983136468,0.711596159720675,"a1_metadata","a1_2"
"b_1","a_2","no","Abyan",0.613636363636364,NA,0.467924445528014,0.759348281744713,"a1_metadata","a1_2"
"b_1","a_2","yes","Abyan",0.386363636363636,NA,0.240651718255287,0.532075554471986,"a1_metadata","a1_2"
"b_1","a_2","no","Amanat Al Asimah",0.452380952380952,NA,0.299843974972914,0.604917929788991,"a1_metadata","a1_2"
"b_1","a_2","yes","Amanat Al Asimah",0.547619047619048,NA,0.395082070211009,0.700156025027086,"a1_metadata","a1_2"
"b_1","a_2","no","Al Bayda",0.488888888888889,NA,0.341008003174417,0.636769774603361,"a1_metadata","a1_2"
"b_1","a_2","yes","Al Bayda",0.511111111111111,NA,0.363230225396639,0.658991996825583,"a1_metadata","a1_2"
"b_1","a_2","no","Taizz",0.552631578947368,NA,0.392223851497869,0.713039306396868,"a1_metadata","a1_2"
"b_1","a_2","yes","Taizz",0.447368421052632,NA,0.286960693603132,0.607776148502132,"a1_metadata","a1_2"
"b_1","a_2","no","Al Jawf",0.456521739130435,NA,0.310811121253806,0.602232357007063,"a1_metadata","a1_2"
"b_1","a_2","yes","Al Jawf",0.543478260869565,NA,0.397767642992937,0.689188878746194,"a1_metadata","a1_2"
"b_1","a_2","no","Hajjah",0.411764705882353,NA,0.275183565943877,0.548345845820828,"a1_metadata","a1_2"
"b_1","a_2","yes","Hajjah",0.588235294117647,NA,0.451654154179172,0.724816434056123,"a1_metadata","a1_2"
"b_1","a_2","no","Al Hudaydah",0.425531914893617,NA,0.282479319102193,0.568584510685041,"a1_metadata","a1_2"
"b_1","a_2","yes","Al Hudaydah",0.574468085106383,NA,0.431415489314959,0.717520680897807,"a1_metadata","a1_2"
"b_1","a_2","no","Hadramaut",0.509090909090909,NA,0.37559223109687,0.642589587084948,"a1_metadata","a1_2"
"b_1","a_2","yes","Hadramaut",0.490909090909091,NA,0.357410412915052,0.62440776890313,"a1_metadata","a1_2"
"b_1","a_2","no","Dhamar",0.454545454545454,NA,0.305537535016255,0.603553374074654,"a1_metadata","a1_2"
"b_1","a_2","yes","Dhamar",0.545454545454545,NA,0.396446625925346,0.694462464983745,"a1_metadata","a1_2"
"b_1","a_2","no","Shabwah",0.51219512195122,NA,0.357104181504971,0.667286062397468,"a1_metadata","a1_2"
"b_1","a_2","yes","Shabwah",0.48780487804878,NA,0.332713937602532,0.642895818495029,"a1_metadata","a1_2"
"b_1","a_2","no","Sa'ada",0.5,NA,0.329199683524031,0.670800316475969,"a1_metadata","a1_2"
"b_1","a_2","yes","Sa'ada",0.5,NA,0.329199683524031,0.670800316475969,"a1_metadata","a1_2"
"b_1","a_2","no","Sana'a",0.542857142857143,NA,0.375206614835408,0.710507670878878,"a1_metadata","a1_2"
"b_1","a_2","yes","Sana'a",0.457142857142857,NA,0.289492329121122,0.624793385164592,"a1_metadata","a1_2"
"b_1","a_2","no","Aden",0.615384615384615,NA,0.460513480190495,0.770255750578735,"a1_metadata","a1_2"
"b_1","a_2","yes","Aden",0.384615384615385,NA,0.229744249421265,0.539486519809504,"a1_metadata","a1_2"
"b_1","a_2","no","Lahj",0.547619047619048,NA,0.395082070211009,0.700156025027086,"a1_metadata","a1_2"
"b_1","a_2","yes","Lahj",0.452380952380952,NA,0.299843974972914,0.604917929788991,"a1_metadata","a1_2"
"b_1","a_2","no","Marib",0.407407407407407,NA,0.274964022514367,0.539850792300448,"a1_metadata","a1_2"
"b_1","a_2","yes","Marib",0.592592592592593,NA,0.460149207699552,0.725035977485633,"a1_metadata","a1_2"
"b_1","a_2","no","Al Mahwit",0.470588235294118,NA,0.350926426817687,0.590250043770548,"a1_metadata","a1_2"
"b_1","a_2","yes","Al Mahwit",0.529411764705882,NA,0.409749956229452,0.649073573182313,"a1_metadata","a1_2"
"b_1","a_2","no","Al Maharah",0.470588235294118,NA,0.332069677452509,0.609106793135726,"a1_metadata","a1_2"
"b_1","a_2","yes","Al Maharah",0.529411764705882,NA,0.390893206864274,0.667930322547491,"a1_metadata","a1_2"
"b_1","a_2","no","Amran",0.469387755102041,NA,0.328033290517103,0.610742219686979,"a1_metadata","a1_2"
"b_1","a_2","yes","Amran",0.530612244897959,NA,0.389257780313021,0.671966709482897,"a1_metadata","a1_2"
"b_1","a_2","no","Al Dhale'e",0.590909090909091,NA,0.443775559447497,0.738042622370685,"a1_metadata","a1_2"
"b_1","a_2","yes","Al Dhale'e",0.409090909090909,NA,0.261957377629315,0.556224440552503,"a1_metadata","a1_2"
"b_1","a_2","no","Raymah",0.490566037735849,NA,0.354526028950275,0.626606046521423,"a1_metadata","a1_2"
"b_1","a_2","yes","Raymah",0.509433962264151,NA,0.373393953478577,0.645473971049725,"a1_metadata","a1_2"
"b_1","a_2","no","Socotra",0.541666666666667,NA,0.399045664204769,0.684287669128565,"a1_metadata","a1_2"
"b_1","a_2","yes","Socotra",0.458333333333333,NA,0.315712330871435,0.600954335795231,"a1_metadata","a1_2"
"b_1","a_2","no","Amanat Al Asimah",0.56,NA,0.420592396593698,0.699407603406302,"a1_metadata","a1_5"
"b_1","a_2","yes","Amanat Al Asimah",0.44,NA,0.300592396593698,0.579407603406302,"a1_metadata","a1_5"
"b_1","a_2","no","Al Bayda",0.619047619047619,NA,0.46995038183246,0.768144856262778,"a1_metadata","a1_5"
"b_1","a_2","yes","Al Bayda",0.380952380952381,NA,0.231855143737222,0.53004961816754,"a1_metadata","a1_5"
"b_1","a_2","no","Taizz",0.380952380952381,NA,0.231855143737222,0.53004961816754,"a1_metadata","a1_5"
"b_1","a_2","yes","Taizz",0.619047619047619,NA,0.46995038183246,0.768144856262778,"a1_metadata","a1_5"
"b_1","a_2","no","Hadramaut",0.557692307692308,NA,0.420970234650469,0.694414380734146,"a1_metadata","a1_5"
"b_1","a_2","yes","Hadramaut",0.442307692307692,NA,0.305585619265854,0.579029765349531,"a1_metadata","a1_5"
"b_1","a_2","no","Dhamar",0.563636363636364,NA,0.430960767453568,0.696311959819159,"a1_metadata","a1_5"
"b_1","a_2","yes","Dhamar",0.436363636363636,NA,0.30368804018084,0.569039232546432,"a1_metadata","a1_5"
"b_1","a_2","no","Sa'ada",0.625,NA,0.472599115176178,0.777400884823822,"a1_metadata","a1_5"
"b_1","a_2","yes","Sa'ada",0.375,NA,0.222599115176178,0.527400884823822,"a1_metadata","a1_5"
"b_1","a_2","no","Aden",0.571428571428571,NA,0.419491131630751,0.723366011226392,"a1_metadata","a1_5"
"b_1","a_2","yes","Aden",0.428571428571429,NA,0.276633988773608,0.580508868369249,"a1_metadata","a1_5"
"b_1","a_2","no","Lahj",0.613636363636364,NA,0.467659648061596,0.759613079211131,"a1_metadata","a1_5"
"b_1","a_2","yes","Lahj",0.386363636363636,NA,0.240386920788869,0.532340351938404,"a1_metadata","a1_5"
"b_1","a_2","no","Marib",0.404761904761905,NA,0.254060466993547,0.555463342530262,"a1_metadata","a1_5"
"b_1","a_2","yes","Marib",0.595238095238095,NA,0.444536657469738,0.745939533006453,"a1_metadata","a1_5"
"b_1","a_2","no","Ibb",0.5,NA,0.338577848326349,0.661422151673651,"a1_metadata","a1_4"
"b_1","a_2","yes","Ibb",0.5,NA,0.338577848326349,0.661422151673651,"a1_metadata","a1_4"
"b_1","a_2","no","Abyan",0.488888888888889,NA,0.340899561598168,0.63687821617961,"a1_metadata","a1_4"
"b_1","a_2","yes","Abyan",0.511111111111111,NA,0.36312178382039,0.659100438401832,"a1_metadata","a1_4"
"b_1","a_2","no","Amanat Al Asimah",0.5,NA,0.356776241950234,0.643223758049766,"a1_metadata","a1_4"
"b_1","a_2","yes","Amanat Al Asimah",0.5,NA,0.356776241950234,0.643223758049766,"a1_metadata","a1_4"
"b_1","a_2","no","Al Bayda",0.54054054054054,NA,0.377430583364099,0.703650497716982,"a1_metadata","a1_4"
"b_1","a_2","yes","Al Bayda",0.459459459459459,NA,0.296349502283018,0.622569416635901,"a1_metadata","a1_4"
"b_1","a_2","no","Al Hudaydah",0.547169811320755,NA,0.411613086284105,0.682726536357404,"a1_metadata","a1_4"
"b_1","a_2","yes","Al Hudaydah",0.452830188679245,NA,0.317273463642596,0.588386913715895,"a1_metadata","a1_4"
"b_1","a_2","no","Hadramaut",0.365853658536585,NA,0.216294697071533,0.515412620001637,"a1_metadata","a1_4"
"b_1","a_2","yes","Hadramaut",0.634146341463415,NA,0.484587379998363,0.783705302928467,"a1_metadata","a1_4"
"b_1","a_2","no","Dhamar",0.461538461538462,NA,0.324453380072284,0.598623543004639,"a1_metadata","a1_4"
"b_1","a_2","yes","Dhamar",0.538461538461539,NA,0.401376456995361,0.675546619927716,"a1_metadata","a1_4"
"b_1","a_2","no","Shabwah",0.557692307692308,NA,0.421118167554673,0.694266447829942,"a1_metadata","a1_4"
"b_1","a_2","yes","Shabwah",0.442307692307692,NA,0.305733552170058,0.578881832445327,"a1_metadata","a1_4"
"b_1","a_2","no","Sana'a",0.565217391304348,NA,0.420095953390841,0.710338829217854,"a1_metadata","a1_4"
"b_1","a_2","yes","Sana'a",0.434782608695652,NA,0.289661170782146,0.579904046609159,"a1_metadata","a1_4"
"b_1","a_2","no","Aden",0.575757575757576,NA,0.40418578708327,0.747329364431882,"a1_metadata","a1_4"
"b_1","a_2","yes","Aden",0.424242424242424,NA,0.252670635568118,0.59581421291673,"a1_metadata","a1_4"
"b_1","a_2","no","Lahj",0.46,NA,0.320179212007427,0.599820787992573,"a1_metadata","a1_4"
"b_1","a_2","yes","Lahj",0.54,NA,0.400179212007427,0.679820787992573,"a1_metadata","a1_4"
"b_1","a_2","no","Marib",0.476190476190476,NA,0.323018572812686,0.629362379568267,"a1_metadata","a1_4"
"b_1","a_2","yes","Marib",0.523809523809524,NA,0.370637620431733,0.676981427187314,"a1_metadata","a1_4"
"b_1","a_2","no","Al Maharah",0.470588235294118,NA,0.331968101304385,0.60920836928385,"a1_metadata","a1_4"
"b_1","a_2","yes","Al Maharah",0.529411764705882,NA,0.39079163071615,0.668031898695615,"a1_metadata","a1_4"
"b_1","a_2","no","Al Dhale'e",0.520833333333333,NA,0.377733955470337,0.663932711196329,"a1_metadata","a1_4"
"b_1","a_2","yes","Al Dhale'e",0.479166666666667,NA,0.336067288803671,0.622266044529663,"a1_metadata","a1_4"
"b_5","a_2",NA,"Al Mahwit",19.8103448275862,NA,19.2901161721898,20.3305734829826,"a1_metadata","a1_1"
"b_5","a_2",NA,"Taizz",20.0689655172414,NA,19.5800438410909,20.5578871933919,"a1_metadata","a1_1"
"b_5","a_2",NA,"Hajjah",19.804347826087,NA,19.1812096317062,20.4274860204678,"a1_metadata","a1_1"
"b_5","a_2",NA,"Amran",20.6428571428571,NA,20.0028003103827,21.2829139753316,"a1_metadata","a1_1"
"b_5","a_2",NA,"Hadramaut",19.9622641509434,NA,19.4477479993143,20.4767803025725,"a1_metadata","a1_1"
"b_5","a_2",NA,"Raymah",19.7254901960784,NA,19.2498806161687,20.2010997759882,"a1_metadata","a1_1"
"b_5","a_2",NA,"Marib",19.6530612244898,NA,18.9778946424475,20.3282278065321,"a1_metadata","a1_1"
"b_5","a_2",NA,"Al Dhale'e",19.4888888888889,NA,18.7934992119174,20.1842785658603,"a1_metadata","a1_1"
"b_5","a_2",NA,"Dhamar",19.7843137254902,NA,19.3079594537153,20.2606679972651,"a1_metadata","a1_1"
"b_5","a_2",NA,"Socotra",20.0212765957447,NA,19.4148432157555,20.6277099757338,"a1_metadata","a1_1"
"b_5","a_2",NA,"Abyan",19.8292682926829,NA,19.2652621266804,20.3932744586855,"a1_metadata","a1_1"
"b_5","a_2",NA,"Al Jawf",19.921568627451,NA,19.40711419002,20.4360230648819,"a1_metadata","a1_1"
"b_5","a_2",NA,"Sa'ada",20.3513513513514,NA,19.7475066979367,20.955196004766,"a1_metadata","a1_1"
"b_5","a_2",NA,"Al Bayda",20.3170731707317,NA,19.7070334469639,20.9271128944995,"a1_metadata","a1_1"
"b_5","a_2",NA,"Aden",19.7555555555556,NA,19.2083958652259,20.3027152458852,"a1_metadata","a1_1"
"b_5","a_2",NA,"Shabwah",20.0681818181818,NA,19.4968026416097,20.639560994754,"a1_metadata","a1_1"
"b_5","a_2",NA,"Amanat Al Asimah",20.0217391304348,NA,19.475168194951,20.5683100659186,"a1_metadata","a1_1"
"b_5","a_2",NA,"Lahj",20.3584905660377,NA,19.8601244134215,20.856856718654,"a1_metadata","a1_1"
"b_5","a_2",NA,"Ibb",20.3137254901961,NA,19.6493749709311,20.978076009461,"a1_metadata","a1_1"
"b_5","a_2",NA,"Al Hudaydah",19.825,NA,19.1899475499356,20.4600524500644,"a1_metadata","a1_1"
"b_5","a_2",NA,"Al Maharah",19.8,NA,19.328144283321,20.271855716679,"a1_metadata","a1_1"
"b_5","a_2",NA,"Sana'a",19.3181818181818,NA,18.7708503194909,19.8655133168728,"a1_metadata","a1_1"
"b_5","a_2",NA,"Aden",19.5573770491803,NA,19.0980112035851,20.0167428947755,"a1_metadata","a1_3"
"b_5","a_2",NA,"Socotra",19.952380952381,NA,19.3937207095292,20.5110411952327,"a1_metadata","a1_3"
"b_5","a_2",NA,"Al Bayda",20.046875,NA,19.5150567780666,20.5786932219334,"a1_metadata","a1_3"
"b_5","a_2",NA,"Al Jawf",20.0196078431373,NA,19.5653450118518,20.4738706744227,"a1_metadata","a1_3"
"b_5","a_2",NA,"Amran",19.925,NA,19.3279199250723,20.5220800749277,"a1_metadata","a1_3"
"b_5","a_2",NA,"Hadramaut",20.2564102564103,NA,19.6015647298879,20.9112557829326,"a1_metadata","a1_3"
"b_5","a_2",NA,"Ibb",19.56,NA,19.0371962940564,20.0828037059436,"a1_metadata","a1_3"
"b_5","a_2",NA,"Lahj",19.9615384615385,NA,19.16646870611,20.7566082169669,"a1_metadata","a1_3"
"b_5","a_2",NA,"Sana'a",19.9791666666667,NA,19.462155940832,20.4961773925013,"a1_metadata","a1_3"
"b_5","a_2",NA,"Al Hudaydah",19.9090909090909,NA,19.3542235141993,20.4639583039825,"a1_metadata","a1_3"
"b_5","a_2",NA,"Taizz",20.2222222222222,NA,19.53208695049,20.9123574939544,"a1_metadata","a1_3"
"b_5","a_2",NA,"Al Mahwit",19.5918367346939,NA,19.0745455539603,20.1091279154275,"a1_metadata","a1_3"
"b_5","a_2",NA,"Hajjah",19.7222222222222,NA,19.1193275795677,20.3251168648767,"a1_metadata","a1_3"
"b_5","a_2",NA,"Al Dhale'e",19.6521739130435,NA,19.1308771338158,20.1734706922711,"a1_metadata","a1_3"
"b_5","a_2",NA,"Sa'ada",20.0263157894737,NA,19.4326992626039,20.6199323163435,"a1_metadata","a1_3"
"b_5","a_2",NA,"Amanat Al Asimah",19.64,NA,19.0021031389277,20.2778968610723,"a1_metadata","a1_3"
"b_5","a_2",NA,"Shabwah",19.3720930232558,NA,18.6635144568137,20.080671589698,"a1_metadata","a1_3"
"b_5","a_2",NA,"Dhamar",20.2380952380952,NA,19.7087253112315,20.767465164959,"a1_metadata","a1_3"
"b_5","a_2",NA,"Al Maharah",19.7560975609756,NA,19.1333598650897,20.3788352568616,"a1_metadata","a1_3"
"b_5","a_2",NA,"Abyan",20.1714285714286,NA,19.4155949811353,20.9272621617218,"a1_metadata","a1_3"
"b_5","a_2",NA,"Marib",20.5869565217391,NA,20.0071478674926,21.1667651759857,"a1_metadata","a1_3"
"b_5","a_2",NA,"Al Maharah",20.0392156862745,NA,19.5608194890564,20.5176118834927,"a1_metadata","a1_2"
"b_5","a_2",NA,"Sana'a",20.0571428571429,NA,19.249856887425,20.8644288268607,"a1_metadata","a1_2"
"b_5","a_2",NA,"Amran",19.9183673469388,NA,19.5029234194019,20.3338112744757,"a1_metadata","a1_2"
"b_5","a_2",NA,"Raymah",20.4716981132075,NA,19.9089424669939,21.0344537594212,"a1_metadata","a1_2"
"b_5","a_2",NA,"Hadramaut",20.1090909090909,NA,19.4994529056254,20.7187289125564,"a1_metadata","a1_2"
"b_5","a_2",NA,"Dhamar",19.9090909090909,NA,19.3690586220289,20.4491231961529,"a1_metadata","a1_2"
"b_5","a_2",NA,"Lahj",20.0952380952381,NA,19.5492719625394,20.6412042279368,"a1_metadata","a1_2"
"b_5","a_2",NA,"Marib",19.9259259259259,NA,19.3953881325329,20.4564637193189,"a1_metadata","a1_2"
"b_5","a_2",NA,"Hajjah",19.6862745098039,NA,19.0938436310693,20.2787053885386,"a1_metadata","a1_2"
"b_5","a_2",NA,"Al Mahwit",19.7647058823529,NA,19.3858438924216,20.1435678722843,"a1_metadata","a1_2"
"b_5","a_2",NA,"Al Bayda",19.7333333333333,NA,19.1713250764433,20.2953415902234,"a1_metadata","a1_2"
"b_5","a_2",NA,"Amanat Al Asimah",19.9761904761905,NA,19.4397935381638,20.5125874142172,"a1_metadata","a1_2"
"b_5","a_2",NA,"Ibb",20.4489795918367,NA,19.8744178450333,21.0235413386402,"a1_metadata","a1_2"
"b_5","a_2",NA,"Taizz",20.5789473684211,NA,20.0129215733042,21.1449731635379,"a1_metadata","a1_2"
"b_5","a_2",NA,"Socotra",20.1041666666667,NA,19.6550082535429,20.5533250797904,"a1_metadata","a1_2"
"b_5","a_2",NA,"Sa'ada",20.6764705882353,NA,19.8883011530017,21.4646400234689,"a1_metadata","a1_2"
"b_5","a_2",NA,"Shabwah",19.8536585365854,NA,19.2317470575095,20.4755700156613,"a1_metadata","a1_2"
"b_5","a_2",NA,"Al Dhale'e",19.5227272727273,NA,18.880762449378,20.1646920960766,"a1_metadata","a1_2"
